FIPS,county_state,year,pop
37005,"Alleghany County, North Carolina",2011,11016
37005,"Alleghany County, North Carolina",2012,10943
37005,"Alleghany County, North Carolina",2013,10903
37005,"Alleghany County, North Carolina",2014,10891
51005,"Alleghany County, Virginia",2000,17213
51005,"Alleghany County, Virginia",2001,17082
51005,"Alleghany County, Virginia",2002,16953
51005,"Alleghany County, Virginia",2003,16687
51005,"Alleghany County, Virginia",2004,16645
51005,"Alleghany County, Virginia",2005,16580
51005,"Alleghany County, Virginia",2006,16564
51005,"Alleghany County, Virginia",2007,16530
51005,"Alleghany County, Virginia",2008,16404
51005,"Alleghany County, Virginia",2009,16306
51005,"Alleghany County, Virginia",2010,16203
51005,"Alleghany County, Virginia",2011,16163
51005,"Alleghany County, Virginia",2012,16034
51005,"Alleghany County, Virginia",2013,15923
51005,"Alleghany County, Virginia",2014,15605
42003,"Allegheny County, Pennsylvania",2000,1279651
42003,"Allegheny County, Pennsylvania",2001,1272416
42003,"Allegheny County, Pennsylvania",2002,1265577
42003,"Allegheny County, Pennsylvania",2003,1258420
42003,"Allegheny County, Pennsylvania",2004,1247531
42003,"Allegheny County, Pennsylvania",2005,1234787
42003,"Allegheny County, Pennsylvania",2006,1226025
42003,"Allegheny County, Pennsylvania",2007,1222482
42003,"Allegheny County, Pennsylvania",2008,1221071
42003,"Allegheny County, Pennsylvania",2009,1222171
42003,"Allegheny County, Pennsylvania",2010,1223957
42003,"Allegheny County, Pennsylvania",2011,1228297
42003,"Allegheny County, Pennsylvania",2012,1230911
42003,"Allegheny County, Pennsylvania",2013,1233700
42003,"Allegheny County, Pennsylvania",2014,1233027
18003,"Allen County, Indiana",2000,332786
18003,"Allen County, Indiana",2001,334956
18003,"Allen County, Indiana",2002,337124
18003,"Allen County, Indiana",2003,339569
18003,"Allen County, Indiana",2004,340916
18003,"Allen County, Indiana",2005,343238
18003,"Allen County, Indiana",2006,346314
18003,"Allen County, Indiana",2007,349534
18003,"Allen County, Indiana",2008,351264
18003,"Allen County, Indiana",2009,353693
18003,"Allen County, Indiana",2010,355945
18003,"Allen County, Indiana",2011,358974
18003,"Allen County, Indiana",2012,360890
18003,"Allen County, Indiana",2013,363355
18003,"Allen County, Indiana",2014,365147
20001,"Allen County, Kansas",2000,14393
20001,"Allen County, Kansas",2001,14171
20001,"Allen County, Kansas",2002,14110
20001,"Allen County, Kansas",2003,13940
20001,"Allen County, Kansas",2004,13923
20001,"Allen County, Kansas",2005,13733
20001,"Allen County, Kansas",2006,13639
20001,"Allen County, Kansas",2007,13545
20001,"Allen County, Kansas",2008,13422
20001,"Allen County, Kansas",2009,13407
20001,"Allen County, Kansas",2010,13363
20001,"Allen County, Kansas",2011,13350
20001,"Allen County, Kansas",2012,13306
20001,"Allen County, Kansas",2013,13069
20001,"Allen County, Kansas",2014,12892
21003,"Allen County, Kentucky",2000,17820
21003,"Allen County, Kentucky",2001,17947
21003,"Allen County, Kentucky",2002,18219
21003,"Allen County, Kentucky",2003,18434
21003,"Allen County, Kentucky",2004,18699
21003,"Allen County, Kentucky",2005,18910
21003,"Allen County, Kentucky",2006,19272
21003,"Allen County, Kentucky",2007,19540
21003,"Allen County, Kentucky",2008,19838
21003,"Allen County, Kentucky",2009,19811
21003,"Allen County, Kentucky",2010,20037
21003,"Allen County, Kentucky",2011,20176
21003,"Allen County, Kentucky",2012,20232
21003,"Allen County, Kentucky",2013,20316
21003,"Allen County, Kentucky",2014,20493
39003,"Allen County, Ohio",2000,108589
39003,"Allen County, Ohio",2001,108523
39003,"Allen County, Ohio",2002,108518
39003,"Allen County, Ohio",2003,107418
39003,"Allen County, Ohio",2004,106826
39003,"Allen County, Ohio",2005,106861
39003,"Allen County, Ohio",2006,106716
39003,"Allen County, Ohio",2007,106717
39003,"Allen County, Ohio",2008,106773
39003,"Allen County, Ohio",2009,106518
39003,"Allen County, Ohio",2010,106358
39003,"Allen County, Ohio",2011,105988
39003,"Allen County, Ohio",2012,105244
39003,"Allen County, Ohio",2013,105055
39003,"Allen County, Ohio",2014,104848
22003,"Allen Parish, Louisiana",2000,25401
22003,"Allen Parish, Louisiana",2001,25399
22003,"Allen Parish, Louisiana",2002,25194
22003,"Allen Parish, Louisiana",2003,25327
22003,"Allen Parish, Louisiana",2004,25338
22003,"Allen Parish, Louisiana",2005,25076
22003,"Allen Parish, Louisiana",2006,25692
22003,"Allen Parish, Louisiana",2007,25937
22003,"Allen Parish, Louisiana",2008,25854
22003,"Allen Parish, Louisiana",2009,25863
22003,"Allen Parish, Louisiana",2010,25702
22003,"Allen Parish, Louisiana",2011,25740
22003,"Allen Parish, Louisiana",2012,25622
22003,"Allen Parish, Louisiana",2013,25664
22003,"Allen Parish, Louisiana",2014,25714
45005,"Allendale County, South Carolina",2000,11193
45005,"Allendale County, South Carolina",2001,11022
45005,"Allendale County, South Carolina",2002,11114
45005,"Allendale County, South Carolina",2003,11092
45005,"Allendale County, South Carolina",2004,11049
45005,"Allendale County, South Carolina",2005,11021
45005,"Allendale County, South Carolina",2006,10882
45005,"Allendale County, South Carolina",2007,10787
45005,"Allendale County, South Carolina",2008,10803
45005,"Allendale County, South Carolina",2009,10619
45005,"Allendale County, South Carolina",2010,10354
45005,"Allendale County, South Carolina",2011,10236
45005,"Allendale County, South Carolina",2012,9982
45005,"Allendale County, South Carolina",2013,9825
45005,"Allendale County, South Carolina",2014,9701
26007,"Alpena County, Michigan",2000,31269
26007,"Alpena County, Michigan",2001,31179
26007,"Alpena County, Michigan",2002,30956
26007,"Alpena County, Michigan",2003,30824
26007,"Alpena County, Michigan",2004,30735
26007,"Alpena County, Michigan",2005,30494
26007,"Alpena County, Michigan",2006,30209
26007,"Alpena County, Michigan",2007,30180
26007,"Alpena County, Michigan",2008,30119
26007,"Alpena County, Michigan",2009,29755
26007,"Alpena County, Michigan",2010,29510
26007,"Alpena County, Michigan",2011,29340
26007,"Alpena County, Michigan",2012,29166
26007,"Alpena County, Michigan",2013,28957
26007,"Alpena County, Michigan",2014,28882
06003,"Alpine County, California",2000,1209
06003,"Alpine County, California",2001,1196
06003,"Alpine County, California",2002,1237
06003,"Alpine County, California",2003,1233
06003,"Alpine County, California",2004,1263
06003,"Alpine County, California",2005,1219
06003,"Alpine County, California",2006,1276
06003,"Alpine County, California",2007,1274
06003,"Alpine County, California",2008,1202
06003,"Alpine County, California",2009,1197
06003,"Alpine County, California",2010,1161
06003,"Alpine County, California",2011,1093
06003,"Alpine County, California",2012,1110
06003,"Alpine County, California",2013,1128
06003,"Alpine County, California",2014,1080
06005,"Amador County, California",2000,35153
06005,"Amador County, California",2001,35697
06005,"Amador County, California",2002,36561
06005,"Amador County, California",2003,36994
06005,"Amador County, California",2004,37400
06005,"Amador County, California",2005,38040
06005,"Amador County, California",2006,38353
06005,"Amador County, California",2007,38756
06005,"Amador County, California",2008,38248
06005,"Amador County, California",2009,38238
06005,"Amador County, California",2010,37886
06005,"Amador County, California",2011,37543
06005,"Amador County, California",2012,37104
06005,"Amador County, California",2013,36620
06005,"Amador County, California",2014,36726
51007,"Amelia County, Virginia",2000,11446
51007,"Amelia County, Virginia",2001,11481
51007,"Amelia County, Virginia",2002,11540
51007,"Amelia County, Virginia",2003,11544
51007,"Amelia County, Virginia",2004,11712
51007,"Amelia County, Virginia",2005,11943
51007,"Amelia County, Virginia",2006,12250
51007,"Amelia County, Virginia",2007,12447
51007,"Amelia County, Virginia",2008,12563
51007,"Amelia County, Virginia",2009,12594
51007,"Amelia County, Virginia",2010,12746
51007,"Amelia County, Virginia",2011,12752
51007,"Amelia County, Virginia",2012,12745
51007,"Amelia County, Virginia",2013,12656
51007,"Amelia County, Virginia",2014,12713
51009,"Amherst County, Virginia",2000,31854
51009,"Amherst County, Virginia",2001,31953
51009,"Amherst County, Virginia",2002,31775
51009,"Amherst County, Virginia",2003,31810
51009,"Amherst County, Virginia",2004,31783
51009,"Amherst County, Virginia",2005,31955
51009,"Amherst County, Virginia",2006,32094
51009,"Amherst County, Virginia",2007,32203
51009,"Amherst County, Virginia",2008,32510
51009,"Amherst County, Virginia",2009,32447
51009,"Amherst County, Virginia",2010,32387
51009,"Amherst County, Virginia",2011,32154
51009,"Amherst County, Virginia",2012,32630
51009,"Amherst County, Virginia",2013,32317
51009,"Amherst County, Virginia",2014,32158
28005,"Amite County, Mississippi",2000,13546
28005,"Amite County, Mississippi",2001,13471
28005,"Amite County, Mississippi",2002,13401
28005,"Amite County, Mississippi",2003,13415
28005,"Amite County, Mississippi",2004,13337
28005,"Amite County, Mississippi",2005,13396
28005,"Amite County, Mississippi",2006,13586
28005,"Amite County, Mississippi",2007,13400
28005,"Amite County, Mississippi",2008,13324
28005,"Amite County, Mississippi",2009,13171
28005,"Amite County, Mississippi",2010,13138
28005,"Amite County, Mississippi",2011,13142
28005,"Amite County, Mississippi",2012,12939
28005,"Amite County, Mississippi",2013,12856
28005,"Amite County, Mississippi",2014,12605
02020,"Anchorage Municipality, Alaska",2000,260816
02020,"Anchorage Municipality, Alaska",2001,264274
02020,"Anchorage Municipality, Alaska",2002,268229
02020,"Anchorage Municipality, Alaska",2003,270568
02020,"Anchorage Municipality, Alaska",2004,274484
02020,"Anchorage Municipality, Alaska",2005,276494
02020,"Anchorage Municipality, Alaska",2006,280085
02020,"Anchorage Municipality, Alaska",2007,278792
02020,"Anchorage Municipality, Alaska",2008,281554
02020,"Anchorage Municipality, Alaska",2009,287677
02020,"Anchorage Municipality, Alaska",2010,293321
02020,"Anchorage Municipality, Alaska",2011,296197
02020,"Anchorage Municipality, Alaska",2012,298255
02020,"Anchorage Municipality, Alaska",2013,301142
02020,"Anchorage Municipality, Alaska",2014,299893
20003,"Anderson County, Kansas",2000,8091
20003,"Anderson County, Kansas",2001,8195
20003,"Anderson County, Kansas",2002,8143
20003,"Anderson County, Kansas",2003,8190
20003,"Anderson County, Kansas",2004,8101
20003,"Anderson County, Kansas",2005,8087
20003,"Anderson County, Kansas",2006,8023
20003,"Anderson County, Kansas",2007,8040
20003,"Anderson County, Kansas",2008,8158
20003,"Anderson County, Kansas",2009,8101
20003,"Anderson County, Kansas",2010,8103
20003,"Anderson County, Kansas",2011,8060
20003,"Anderson County, Kansas",2012,7919
20003,"Anderson County, Kansas",2013,7854
20003,"Anderson County, Kansas",2014,7881
21005,"Anderson County, Kentucky",2000,19151
21005,"Anderson County, Kentucky",2001,19382
21005,"Anderson County, Kentucky",2002,19315
21005,"Anderson County, Kentucky",2003,19504
21005,"Anderson County, Kentucky",2004,19714
21005,"Anderson County, Kentucky",2005,19987
21005,"Anderson County, Kentucky",2006,20519
21005,"Anderson County, Kentucky",2007,20999
21005,"Anderson County, Kentucky",2008,21088
21005,"Anderson County, Kentucky",2009,21328
21005,"Anderson County, Kentucky",2010,21470
21005,"Anderson County, Kentucky",2011,21564
21005,"Anderson County, Kentucky",2012,21694
21005,"Anderson County, Kentucky",2013,21747
21005,"Anderson County, Kentucky",2014,21868
45007,"Anderson County, South Carolina",2000,166304
45007,"Anderson County, South Carolina",2001,168881
45007,"Anderson County, South Carolina",2002,170287
45007,"Anderson County, South Carolina",2003,171862
45007,"Anderson County, South Carolina",2004,173539
45007,"Anderson County, South Carolina",2005,175467
45007,"Anderson County, South Carolina",2006,178579
45007,"Anderson County, South Carolina",2007,181543
45007,"Anderson County, South Carolina",2008,184520
45007,"Anderson County, South Carolina",2009,186544
45007,"Anderson County, South Carolina",2010,187086
45007,"Anderson County, South Carolina",2011,188160
45007,"Anderson County, South Carolina",2012,188820
45007,"Anderson County, South Carolina",2013,190005
45007,"Anderson County, South Carolina",2014,191793
47001,"Anderson County, Tennessee",2000,71357
47001,"Anderson County, Tennessee",2001,71461
47001,"Anderson County, Tennessee",2002,71515
47001,"Anderson County, Tennessee",2003,71608
47001,"Anderson County, Tennessee",2004,71587
47001,"Anderson County, Tennessee",2005,72040
47001,"Anderson County, Tennessee",2006,73117
47001,"Anderson County, Tennessee",2007,73580
47001,"Anderson County, Tennessee",2008,74397
47001,"Anderson County, Tennessee",2009,75031
47001,"Anderson County, Tennessee",2010,75098
47001,"Anderson County, Tennessee",2011,75209
47001,"Anderson County, Tennessee",2012,75225
47001,"Anderson County, Tennessee",2013,75299
47001,"Anderson County, Tennessee",2014,75157
48001,"Anderson County, Texas",2000,55062
48001,"Anderson County, Texas",2001,54263
48001,"Anderson County, Texas",2002,54740
48001,"Anderson County, Texas",2003,56068
48001,"Anderson County, Texas",2004,56245
48001,"Anderson County, Texas",2005,56873
48001,"Anderson County, Texas",2006,57386
48001,"Anderson County, Texas",2007,57870
48001,"Anderson County, Texas",2008,57963
48001,"Anderson County, Texas",2009,58410
48001,"Anderson County, Texas",2010,58493
48001,"Anderson County, Texas",2011,58394
48001,"Anderson County, Texas",2012,58059
48001,"Anderson County, Texas",2013,57960
48001,"Anderson County, Texas",2014,57829
29003,"Andrew County, Missouri",2000,16522
29003,"Andrew County, Missouri",2001,16580
29003,"Andrew County, Missouri",2002,16501
29003,"Andrew County, Missouri",2003,16608
29003,"Andrew County, Missouri",2004,16580
29003,"Andrew County, Missouri",2005,16511
29003,"Andrew County, Missouri",2006,16861
29003,"Andrew County, Missouri",2007,16834
29003,"Andrew County, Missouri",2008,16924
29003,"Andrew County, Missouri",2009,17036
29003,"Andrew County, Missouri",2010,17344
29003,"Andrew County, Missouri",2011,17199
29003,"Andrew County, Missouri",2012,17311
29003,"Andrew County, Missouri",2013,17305
29003,"Andrew County, Missouri",2014,17282
48003,"Andrews County, Texas",2000,12949
48003,"Andrews County, Texas",2001,12856
48003,"Andrews County, Texas",2002,13022
48003,"Andrews County, Texas",2003,12976
48003,"Andrews County, Texas",2004,13006
48003,"Andrews County, Texas",2005,13016
48003,"Andrews County, Texas",2006,13195
48003,"Andrews County, Texas",2007,13513
48003,"Andrews County, Texas",2008,14099
48003,"Andrews County, Texas",2009,14601
48003,"Andrews County, Texas",2010,14849
48003,"Andrews County, Texas",2011,15386
48003,"Andrews County, Texas",2012,16105
48003,"Andrews County, Texas",2013,16779
48003,"Andrews County, Texas",2014,17435
23001,"Androscoggin County, Maine",2000,103852
23001,"Androscoggin County, Maine",2001,104260
23001,"Androscoggin County, Maine",2002,105063
23001,"Androscoggin County, Maine",2003,106140
23001,"Androscoggin County, Maine",2004,106867
23001,"Androscoggin County, Maine",2005,107352
23001,"Androscoggin County, Maine",2006,107932
23001,"Androscoggin County, Maine",2007,107739
23001,"Androscoggin County, Maine",2008,108284
23001,"Androscoggin County, Maine",2009,107830
23001,"Androscoggin County, Maine",2010,107708
23001,"Androscoggin County, Maine",2011,107439
23001,"Androscoggin County, Maine",2012,107486
23001,"Androscoggin County, Maine",2013,107223
23001,"Androscoggin County, Maine",2014,107358
48005,"Angelina County, Texas",2000,80270
48005,"Angelina County, Texas",2001,80273
48005,"Angelina County, Texas",2002,80803
48005,"Angelina County, Texas",2003,81510
48005,"Angelina County, Texas",2004,82070
48005,"Angelina County, Texas",2005,82553
48005,"Angelina County, Texas",2006,83810
